Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
sandy,7.916476647111248,weekly,chemical,19.39107846459604,32.27525591110586,1
sandy,5.429096686280359,bi-weekly,none,34.197256054269104,60.661092648865086,1
sandy,4.596648356556071,weekly,organic,27.32600971851448,58.084298164551704,0
clay,5.459033145996725,bi-weekly,chemical,26.137568863441917,43.25408874945268,1
loam,8.333601591133956,daily,none,23.315502070466437,57.02651608828292,1
loam,9.134178808637714,weekly,chemical,23.578886668602884,45.83748904783799,0
loam,8.98131918740195,weekly,organic,25.818100076761617,60.25015165689737,1
clay,6.383101177710729,daily,none,28.928596140722146,48.167346509468246,1
sandy,8.008510819423877,daily,organic,29.04292192363659,46.49118911326662,0
sandy,5.229905772494925,daily,none,18.433878154108992,67.38919661953204,1
loam,5.75888638156608,weekly,none,25.00225504153254,40.03516399562801,1
sandy,9.37801491112672,bi-weekly,none,23.23916190068204,34.817893599862614,1
sandy,4.078011541064416,weekly,none,32.41053932538769,53.38172453037833,0
clay,4.513051185126809,bi-weekly,none,27.628378424367526,68.77287249136715,0
clay,5.247317530876164,weekly,chemical,25.650081328319636,45.11356854908747,1
clay,4.1591932232429185,weekly,none,17.307892843578347,32.48147054515126,1
clay,5.088612610538783,daily,none,27.11275778646823,43.5722106923827,1
loam,7.498249365818153,bi-weekly,chemical,17.344078113604667,50.23726617278234,0
clay,6.528547303554988,weekly,chemical,21.74413151131504,36.47692026528855,0
sandy,9.356030266461849,weekly,chemical,17.856839296286637,56.32408872225968,0
loam,8.904661370430645,daily,chemical,28.841472940487378,69.90997556040801,1
sandy,6.050904110187256,daily,chemical,19.12504227672305,48.06957903925775,1
sandy,5.556540600587755,bi-weekly,chemical,22.83718746376052,44.1891422692085,1
sandy,6.278154449003601,weekly,none,32.91349555237557,46.028166673378664,1
clay,7.541769655088847,bi-weekly,none,19.086327667979404,34.60584713580805,1
clay,5.6083818449372576,weekly,organic,25.15610127917558,65.33094405704895,0
loam,7.744893447094804,bi-weekly,none,23.38543322332044,46.59302622085408,1
loam,6.456469913147442,daily,none,15.362480820914595,45.49097645699365,1
clay,7.312283085111881,weekly,chemical,30.855162271456255,56.38761091721897,1
sandy,6.6167591748119,bi-weekly,chemical,16.380918126291995,47.68133683724494,0
loam,5.766794557251506,daily,none,24.485100419539073,55.92933875231384,1
clay,9.690719841772939,daily,organic,26.213565898779,32.4578516052315,0
clay,8.581634764958565,bi-weekly,chemical,27.568529132291744,62.5489337488891,0
clay,4.8406790545987155,weekly,none,28.772632586157513,67.62015811517611,0
sandy,9.210807855387477,weekly,none,20.0654476704543,55.95061544637544,0
clay,6.924587189497082,daily,organic,15.199575533168987,68.18263715435242,0
clay,9.367313361364548,weekly,organic,29.468873247098237,36.05729257479853,1
clay,8.799131535683891,weekly,chemical,25.713131986951574,49.09664757921415,1
clay,6.551281026815401,weekly,organic,31.722354064144977,54.07226935781789,0
loam,4.134815849920704,daily,none,31.427767258013887,53.269465896847464,0
loam,5.6120641563096765,bi-weekly,none,31.866523355757664,46.058471163561734,0
clay,7.249805287965201,weekly,organic,24.701893199590803,43.523376374650454,1
sandy,7.800869318956884,daily,organic,21.672567916737314,35.07296090201675,1
loam,5.5473261125992135,daily,organic,30.8311640518274,45.669698022491126,0
clay,4.836136444436945,bi-weekly,organic,24.0258822605851,36.506432604219405,1
loam,9.009581420795794,weekly,chemical,18.66884392806869,59.374627059688734,1
loam,9.906413084221313,weekly,organic,32.09948039122949,38.353237419783596,0
sandy,7.154141093816115,bi-weekly,chemical,32.65119753544695,32.34261221138135,0
clay,5.030075715089821,bi-weekly,none,24.3261951228034,52.09464551268937,1
clay,5.633843959116214,daily,organic,16.51399454619575,53.80918930877606,1
sandy,4.110344059284801,daily,chemical,22.756521798338625,64.87652245122021,1
sandy,9.485792839362993,bi-weekly,organic,31.070753189252066,53.079264496707275,0
clay,4.706506497340847,weekly,none,33.03548057092458,43.81923414893783,0
clay,7.459098853085521,daily,none,19.069454849951917,62.12047526105282,0
sandy,5.644331324123236,daily,none,16.33947224050543,51.61115572749684,1
loam,7.325068015094761,weekly,organic,32.54700906265677,33.17121138524767,1
loam,7.908522330111185,daily,organic,22.788098779577506,52.634022412529866,0
sandy,8.978450822243211,weekly,chemical,25.835219285351265,66.3207418168665,1
loam,5.2385276305636195,weekly,none,34.361316241015174,45.85250501992882,0
sandy,4.065974971950883,weekly,organic,16.33129455828446,41.853032075992004,1
loam,4.821313780412844,bi-weekly,none,27.96636014904191,35.7387782807208,0
loam,9.400111851088631,bi-weekly,none,16.482108451497343,36.057820877414294,1
clay,9.243340465375091,bi-weekly,chemical,22.509378569330007,47.310859373672756,1
clay,7.58447861302185,weekly,chemical,31.076290903868934,53.82719296646118,0
loam,7.60310116260192,weekly,chemical,23.669444655112688,33.22461620678407,0
loam,7.990220047277533,bi-weekly,chemical,34.94364707805901,67.58274356100662,0
clay,5.052227671740697,daily,none,26.181185698932044,60.20534469780784,0
clay,9.486471675549758,weekly,chemical,21.42324305271907,53.464956731346504,0
clay,6.5126231493524385,daily,chemical,19.402226518095063,63.13754683755963,1
sandy,6.298831169496985,daily,chemical,22.010410685723237,33.20747027248453,0
loam,7.113506231697025,weekly,chemical,22.450665475191016,49.07355510932497,0
clay,4.281795800650331,weekly,none,16.37427355447922,55.20372507446653,0
loam,4.9977002125364764,daily,chemical,22.391483988535462,63.14611624473157,0
sandy,8.428201698558222,daily,none,24.2847703947845,61.338782401970704,0
sandy,4.496792007550759,bi-weekly,organic,29.454755044776093,41.082769988535986,1
clay,7.618912656798329,bi-weekly,none,28.134589694432158,67.63520678236817,0
sandy,5.472094658087926,weekly,none,29.175313104583083,34.97383365723481,0
loam,6.335773684251859,bi-weekly,chemical,15.167273637537143,65.00534474484608,0
clay,5.732162420624199,bi-weekly,organic,19.353347991610722,68.83760998418475,1
loam,6.134036298789695,bi-weekly,organic,28.23368576799713,37.086140928905024,1
loam,8.314275431105473,bi-weekly,organic,24.679787363594944,58.88264256815141,0
sandy,5.78273029373905,daily,organic,15.106269513366918,31.611420751119937,0
sandy,7.398427841781383,weekly,none,31.089892848636445,46.2169130055662,1
sandy,6.856302413194598,bi-weekly,organic,30.456191465806747,50.65133196790696,1
sandy,7.982026992175889,daily,none,25.968383259871253,53.225809036385364,1
sandy,9.620978435948548,daily,none,16.329266515525443,67.43748992994239,0
clay,8.395432583261503,daily,none,30.330300990651693,56.89002749176779,0
loam,5.28964227154454,bi-weekly,organic,26.674271754627277,49.251118048769484,1
loam,4.187098810367708,bi-weekly,chemical,30.639199543159183,62.38700145063557,0
loam,5.57358426579895,weekly,chemical,30.03493984791681,68.02131283817636,1
loam,7.570467584201529,bi-weekly,organic,31.06004143915674,30.882645947291635,1
sandy,4.308554880905502,bi-weekly,chemical,25.360161328092495,69.30085089024155,1
loam,6.978197483207418,daily,chemical,17.8064903638703,33.44528556254721,0
clay,7.581057093501335,weekly,none,28.423149467593774,62.575471170750454,1
clay,6.005463344901765,bi-weekly,none,27.409475701039412,41.2133901020565,1
loam,8.62547322247493,bi-weekly,organic,29.845063743981743,35.28718631015487,0
loam,4.639589518802631,daily,organic,18.397620121014707,47.5942255885534,1
clay,4.450826690414853,daily,chemical,18.899503998005784,55.75826317790454,0
clay,8.36913253722162,bi-weekly,none,32.808190344386574,45.238073800939,1
sandy,6.972947897237191,weekly,organic,29.999555969041417,32.182616331307955,0
clay,8.130414378566417,weekly,organic,33.16456977400646,53.97844558634866,1
sandy,6.608964031622477,daily,organic,30.174306423278416,66.09613104442698,1
sandy,5.478412199434641,daily,organic,26.94310611980604,45.32861463789007,1
sandy,8.914613906045197,bi-weekly,organic,28.082654740557473,38.65331110523308,1
sandy,8.796495273813875,daily,organic,32.7825584788002,47.703093837312615,1
sandy,8.16817882512656,bi-weekly,chemical,26.57613509023881,31.934508441951234,0
loam,5.632870823379776,weekly,none,27.647826486567748,62.81950337921099,0
clay,7.541384001214523,weekly,none,18.12953432007201,63.05363243800747,1
sandy,6.165843381640161,bi-weekly,organic,24.478424402322055,53.52001853718514,1
clay,4.5494924399598045,daily,none,29.327942239161978,44.124115557535575,1
clay,9.503881452773456,weekly,none,20.41885396632731,61.99133457783134,0
sandy,4.820911785513768,daily,none,19.0450836104907,52.187480991534684,0
loam,9.701424122924815,weekly,organic,21.276536164488313,63.03729234200065,1
sandy,6.676034637747734,bi-weekly,organic,19.83001255985667,55.25835170332083,0
loam,5.110797573031718,bi-weekly,none,19.298252740727918,61.37621892851189,1
clay,7.251405684270149,bi-weekly,none,23.49701685736174,53.942519728710394,1
loam,9.23767501525845,weekly,organic,33.15677027767068,46.56564272862665,1
loam,8.393349318457368,daily,chemical,25.141192934774367,68.3178343970455,0
loam,8.839366887168698,daily,none,18.75840761630646,51.64455299515379,1
clay,7.952700200264304,daily,chemical,16.539433387617482,54.203580741621536,1
clay,8.153659387107115,weekly,none,28.923122902758504,38.81950557658997,1
loam,9.095173909391916,weekly,chemical,22.655975288727756,55.02603157709106,0
loam,5.498008053155115,weekly,chemical,31.436618931707187,52.864305979317756,0
sandy,6.936549781858843,weekly,chemical,28.190215372815402,37.393535917880996,0
loam,5.327256650917613,weekly,organic,30.92482901082737,32.383483894125746,1
sandy,9.926008047979881,daily,chemical,20.438920788368975,54.174372788590844,0
loam,9.66435603811968,weekly,chemical,28.84717844922116,60.54769077401282,1
sandy,4.236560868211035,weekly,chemical,20.281239693874376,50.93605483688033,0
clay,8.23345103509413,daily,none,33.781369589005834,39.07090501278583,1
loam,9.551489904493994,weekly,chemical,27.727485630667488,56.660879067721396,0
loam,5.083452070764001,daily,none,21.490236003506844,33.20422906438409,1
loam,7.407671383315777,daily,chemical,20.390237245845455,47.67334819207818,0
loam,9.49292978552825,bi-weekly,chemical,18.81853170143287,36.53467033593681,0
sandy,4.203675871514793,bi-weekly,organic,28.892819177874557,37.37836204239534,0
loam,8.18452160348104,bi-weekly,none,19.374312259958547,38.091757966328146,1
clay,5.784094044235305,bi-weekly,chemical,26.906065318549782,45.468282281759116,0
clay,9.546377172259183,weekly,none,20.292700538507148,32.04600822481591,0
loam,9.826349470992206,bi-weekly,none,28.239378895877373,45.911737637163924,0
clay,9.665598934680602,daily,organic,31.298794570810784,50.46829788458803,0
loam,6.845285299944782,weekly,organic,30.560504862893062,49.331771398653004,1
loam,9.17225590593588,bi-weekly,organic,30.217026618615634,45.31136401612162,0
clay,9.067296391210423,daily,organic,18.75444811384504,63.5658643228301,1
loam,5.914602839459533,weekly,organic,16.767698939690373,35.81306769682016,1
clay,8.973492844904065,weekly,organic,28.97897656974771,50.22786975125496,1
sandy,4.222045808292956,bi-weekly,organic,22.366944275887025,32.48165667826217,1
loam,7.577619270892319,weekly,organic,23.646924528066947,32.84622715511639,0
sandy,5.3800530237262185,daily,chemical,15.62298185586782,52.95463398708385,1
clay,4.723401314663673,weekly,none,20.191528985500984,52.64073699551284,1
sandy,4.461719209775255,daily,organic,15.67352807748928,65.12134051377828,1
sandy,8.177732655268839,weekly,organic,32.583715452024954,52.314947026402926,1
clay,6.039249782608397,bi-weekly,none,19.86793366437061,68.39164081619401,0
sandy,8.34860062917257,daily,chemical,26.146743391460163,31.94779393599719,0
sandy,4.392138044793654,weekly,none,15.779586413222608,33.92030739122964,1
clay,5.891742026983662,weekly,none,28.33694782611316,31.762634462815257,1
sandy,7.236947754252023,weekly,organic,21.460546915081878,37.411074013341604,1
clay,8.744338989033782,daily,none,32.95838373915332,51.65080443766712,0
sandy,5.912515017592419,daily,none,32.762363778680715,55.82288725709712,0
clay,7.755348258622055,daily,organic,21.505812367234956,31.823406317946752,0
clay,9.315866489417122,bi-weekly,organic,33.019217913809356,67.83883559382397,0
sandy,7.695179129093828,bi-weekly,organic,34.923153469975574,63.68661506601524,0
sandy,5.397756848521802,daily,organic,31.508313282478962,41.864499286283724,1
sandy,4.146404689339228,weekly,none,31.897426955104578,33.087501209058715,0
loam,9.22059324340558,bi-weekly,none,19.9801747221818,36.79548292876229,0
loam,4.127616465102323,daily,chemical,26.534047977155126,35.077776550198905,1
loam,9.248210036105196,weekly,chemical,16.345118279347357,34.93135117195787,0
clay,7.173622804163272,bi-weekly,none,16.898358736433394,50.742467546629356,0
sandy,9.634406191077378,weekly,chemical,34.97785224066581,39.83389769973601,0
clay,8.792699414641993,weekly,none,21.53278498851822,44.32558866116578,1
loam,9.987604663200024,weekly,chemical,29.963678240976925,69.58021333537289,0
sandy,6.104270892710261,weekly,organic,31.13330106053633,57.372569957013795,1
clay,8.603129733586762,bi-weekly,chemical,32.16046542014458,67.95922668188005,1
sandy,6.411585481655453,bi-weekly,organic,34.95256594804313,35.70226220132462,0
clay,6.879253721823453,bi-weekly,organic,19.829929705137356,45.28557899330277,0
sandy,7.7650327793102205,daily,organic,15.807016537193995,52.189272131294175,0
loam,9.242062685118032,bi-weekly,organic,23.22383035989172,33.07032247554952,0
loam,9.904500815195771,weekly,chemical,17.60161339657894,30.167497745118315,1
sandy,8.609640483187109,bi-weekly,none,15.448517783241103,56.8173733518767,0
clay,6.506600693004002,weekly,organic,22.208536542829723,55.672780672057414,1
loam,6.528142013662421,daily,chemical,30.67476502150473,46.43155239998447,1
loam,8.42549380953335,weekly,organic,26.323613824501418,49.585763041281304,1
loam,5.4326628746098145,weekly,chemical,21.25555978420708,46.61772002368359,1
sandy,4.6628446787883675,weekly,chemical,28.086840109854393,30.960201793795555,1
sandy,6.127732945844659,daily,chemical,19.640363606176216,43.41486424869849,0
clay,5.72343394992449,bi-weekly,none,15.287628921441701,37.083290215891594,1
clay,5.777848722735941,bi-weekly,chemical,30.287067728728548,33.93696756405475,1
clay,5.40164650629946,daily,chemical,27.474861697280183,68.26881735557399,0
sandy,4.252559137818171,weekly,none,30.2460524900192,53.974389001686625,0
sandy,4.107243608400482,bi-weekly,none,15.778760333753311,59.14625136946411,1
clay,9.92633433841619,daily,chemical,31.742392556613044,42.6145497306447,1
clay,6.566638802415174,bi-weekly,none,27.390524000726067,45.72588517976061,0
sandy,6.30595988295809,daily,organic,26.267907014252803,39.47695975586894,1
clay,8.07788369615842,weekly,organic,27.492280962290632,33.87862683861699,0
loam,5.3095233271903854,bi-weekly,none,32.28866493736729,37.16126549766335,0
sandy,9.699767103701351,daily,none,26.73873013117814,61.90056181185943,1
clay,8.718070086493313,bi-weekly,chemical,26.619007597763584,57.10183220735104,0
sandy,4.536466013873557,bi-weekly,none,34.81358314131532,51.87715503941908,1
loam,6.50548465470957,bi-weekly,chemical,30.13460334137136,49.00359491467072,1
sandy,9.274709845372989,bi-weekly,organic,23.845876109022704,66.89737134624498,1
sandy,9.668392133748462,daily,none,29.147940000658554,32.90939791114673,0
sandy,6.804409067499218,weekly,chemical,22.78460943383577,41.224032529516634,1
sandy,7.680468335264246,daily,chemical,19.57750924966998,43.997514142828564,0
loam,5.002203676552451,daily,organic,26.937037537755188,61.29703248851151,1
sandy,9.947011756821858,daily,none,33.56364196227903,69.70058480647884,1
sandy,5.390030208300661,weekly,organic,33.58279040030925,39.62682059028612,0
clay,9.656390644810754,bi-weekly,chemical,21.838105562109806,64.97229336548322,1
sandy,7.897879893954211,bi-weekly,chemical,25.5535493244339,63.22491041727165,1
clay,7.6464207692731545,bi-weekly,none,19.232717971397225,38.986295905670666,0
loam,7.076131066099052,weekly,chemical,34.91262218997767,45.973303207968904,0
loam,5.384018870306552,bi-weekly,none,34.62235815735872,46.386914771700766,0
loam,5.05916819203305,weekly,organic,27.990178594148947,69.12882674106234,1
loam,5.322917254421052,bi-weekly,none,31.088281193549467,37.235676055155935,0
clay,5.118629572865527,bi-weekly,none,29.302003225674,61.96631884419128,0
sandy,8.67750684140052,daily,chemical,26.863164380789364,43.36770856692439,1
loam,6.100751555000381,weekly,chemical,16.066959939777952,59.23481383104642,0
sandy,4.347056059380378,daily,none,24.09528685105322,46.800440171826516,1
clay,9.814615780844868,daily,chemical,28.49572604334821,53.1343905246616,1
clay,9.302715309780554,daily,chemical,28.550632277673692,63.304470933045245,0
clay,9.566513699171278,weekly,chemical,22.46245236844767,62.166622599355364,1
loam,9.969446935878612,weekly,none,33.833839733160616,64.65692734158802,0
sandy,5.043371495316924,bi-weekly,chemical,18.34714064473562,32.38469301378636,0
sandy,6.377452113415952,daily,none,25.00718892431121,57.682022121589796,0
sandy,8.549430854224548,bi-weekly,chemical,28.817679531016456,35.59949506887052,0
clay,8.176123708322754,daily,organic,28.942716117836184,46.63274272073644,1
loam,4.92337543803913,weekly,chemical,27.97277913537631,51.943536602187535,1
clay,8.894998749943706,weekly,chemical,20.505764269037204,46.10957938987323,0
clay,5.346643431019964,weekly,none,18.12413137373244,50.784467032120304,0
sandy,5.342905688935739,daily,none,27.718806536534217,69.86105235194476,1
clay,7.221846537360482,weekly,chemical,26.986042322788755,35.40869254851419,0
sandy,7.557639609050219,daily,organic,18.58712020578482,57.018241813457024,1
loam,7.480517247026867,bi-weekly,chemical,29.102782911411268,45.84003865542461,0
sandy,4.548921024386529,daily,chemical,24.10343983467313,35.32039195629315,1
loam,9.264765175782282,bi-weekly,organic,28.35521183206306,36.34947053497238,1
sandy,5.593600255532237,daily,none,31.747341595403014,67.97092424982468,1
clay,4.777089527696825,bi-weekly,chemical,18.394568571538464,65.18405986847048,0
clay,9.332488479213863,weekly,none,15.382897359936734,66.28167841660087,0
loam,9.73390898937852,bi-weekly,none,30.582051727915736,69.66131103309546,0
loam,9.172765703592704,weekly,organic,27.19394850305232,38.332615600340716,0
loam,8.857096448349267,weekly,organic,28.992791392442435,44.21757349456247,0
sandy,7.93145188383413,bi-weekly,none,31.76309949977285,56.76876119699467,1
sandy,7.305144223654835,daily,chemical,31.05621869649001,49.35210159442589,1
loam,4.521920559468461,daily,none,34.21840293857649,46.73558133513334,1
clay,6.4507192784241925,daily,chemical,25.718701577042363,44.312449973423725,1
sandy,6.236131102073884,daily,chemical,24.769912653198105,53.75122527773809,1
sandy,5.558522702561957,daily,organic,23.0377439978146,53.02373714560328,1
sandy,8.34052068213151,weekly,chemical,18.07382085688409,36.458313362569605,1
loam,6.975254410472624,daily,chemical,26.45214465764045,48.869593500737565,0
loam,4.486277295445888,weekly,none,20.540250486519575,52.138871048393995,1
loam,5.3210992116988685,weekly,organic,33.42615024425951,52.81147754925562,0
loam,8.099552581957575,weekly,chemical,26.663816085541953,38.40428771649407,1
loam,4.456785156941801,bi-weekly,chemical,26.856803610162203,59.69085569009147,1
clay,9.107241484292611,bi-weekly,organic,22.098493217540202,31.007963792842787,0
clay,6.970879162083846,weekly,none,16.03978703955415,44.193274221726504,1
loam,6.883519463959888,bi-weekly,organic,15.634875307459772,61.208505941425344,0
sandy,7.554446707957106,daily,organic,23.466702883063952,52.55571684221609,1
loam,8.948085795550895,daily,chemical,16.691307561944758,40.44649730043441,0
clay,6.086855247413158,weekly,chemical,27.136939110802782,57.79812477372191,1
clay,8.068096915354381,daily,none,32.61946011279315,52.69563776624294,0
sandy,7.394391783974746,weekly,chemical,32.65829633037444,61.84974437825549,0
clay,5.602169621016528,weekly,chemical,28.18090820264465,59.40100744759293,1
loam,9.271779918130948,daily,organic,19.224636629458622,54.40431688144939,1
sandy,8.784556129641569,bi-weekly,chemical,32.25993662717744,49.52710701243256,0
loam,7.950711007950553,daily,none,32.72186870626416,35.327285026700935,1
loam,9.103490374565451,daily,organic,18.933071699059173,40.45332071541535,0
sandy,9.203765205758813,weekly,none,29.748521715413546,46.76397891668341,1
loam,8.250177860290208,weekly,organic,20.73039097854246,53.97197148025555,0
clay,9.022079970182032,weekly,chemical,31.052806247058594,50.5483142086122,1
loam,8.184828770015702,weekly,organic,34.94475799807205,41.52738103838118,0
sandy,8.080844630561803,bi-weekly,organic,15.600520106587856,30.258574311588422,1
sandy,7.711668269291106,bi-weekly,chemical,32.94731731581864,49.849568876032556,0
sandy,8.516299837345848,bi-weekly,chemical,27.45261067197316,41.42503954248973,0
loam,4.951630631758443,weekly,none,34.467652383296425,59.384332028421404,1
sandy,9.28522455519357,weekly,none,24.300190350528553,30.95785061081934,1
sandy,9.231061166471392,weekly,chemical,31.947758611427474,53.393112452231634,0
loam,4.175483698207355,bi-weekly,chemical,16.247881371965544,67.65896950024262,0
clay,8.954900503388576,weekly,chemical,21.705581001565914,36.97637068445998,0
loam,4.773219204840672,daily,organic,16.340330755024198,48.865979630023816,0
sandy,6.010713125554851,daily,organic,34.50686266958141,33.65687967268553,1
sandy,8.461049537749647,weekly,organic,31.339478145436736,55.027276490454106,0
loam,4.9645593762898494,daily,chemical,32.05094842491941,52.02126722384902,0
clay,8.907802144714374,daily,none,33.75930462867788,46.29462096851329,0
sandy,8.992805067746453,bi-weekly,chemical,16.702069722395706,50.85508085894965,1
sandy,7.044806402565017,weekly,organic,22.711951850266665,65.86298633876041,0
sandy,4.038315230301001,weekly,organic,16.420697780880044,37.85177209244268,1
loam,5.722228799049477,bi-weekly,chemical,19.215862031000572,30.90258046821389,1
sandy,7.701561510254454,daily,chemical,19.587315540753448,64.46659538796405,1
clay,9.88711706816454,daily,organic,24.382144220951574,53.08468329551626,1
sandy,7.7908811621000105,weekly,organic,20.371243349072852,65.6263382184737,1
sandy,5.558821486384959,daily,organic,17.019562136355223,53.877808936526904,1
clay,7.804034218597668,bi-weekly,chemical,18.349821781882156,62.4064435983881,1
sandy,7.239912278295133,bi-weekly,organic,17.94551127104182,47.18693453420592,0
loam,8.679072370906862,weekly,organic,34.46153595824597,59.99439725153075,0
loam,4.64188383296175,bi-weekly,none,30.185850138369474,66.52165867559424,1
loam,8.566167415012167,bi-weekly,chemical,34.35522930539124,52.88491854888825,0
clay,7.247599472056661,weekly,none,23.79480973015817,37.23140602249518,0
sandy,9.777952023153968,bi-weekly,none,20.567369633253133,40.751904601207926,1
loam,6.051232996232116,bi-weekly,organic,30.965863944183734,37.94578307589623,0
clay,7.795731358803689,bi-weekly,chemical,21.525078360822935,39.87428110382932,1
sandy,9.592168633060105,daily,organic,20.987667474106964,42.256617974041454,0
clay,4.6150583679440755,weekly,chemical,19.650119844156624,52.20535147012754,1
loam,9.623370923418706,weekly,none,17.593579564484706,53.51966517855331,1
loam,8.127314333804879,weekly,chemical,20.12926122033532,47.05998988967444,0
loam,4.407022354631032,daily,organic,22.106394969477755,54.616831192833416,0
clay,5.805781401680898,daily,organic,28.47988416291461,33.262997024454634,1
clay,8.24903253187169,weekly,organic,16.25129684438903,33.511529482326395,1
loam,4.40410360881263,daily,chemical,19.21013879330686,36.87317841430634,1
clay,7.49302276105764,weekly,none,31.180472805833528,50.723099921613795,0
loam,6.07529834171774,daily,none,17.938438471675415,38.55978714793254,0
loam,7.725493106604863,bi-weekly,chemical,21.85290293045043,41.331376139703096,0
sandy,4.274452202875077,bi-weekly,organic,32.2931784371628,46.01251344691976,0
clay,9.229220836914259,weekly,none,18.098506222868853,62.47464496041519,1
loam,9.840933815064382,daily,organic,16.6547367123638,30.554485436514405,1
loam,9.813267131714149,daily,chemical,24.690759901600217,55.975152809464895,1
clay,8.497910990457548,bi-weekly,organic,21.048390225570728,56.755061241627416,1
sandy,4.780517440783791,bi-weekly,none,26.26816728967708,61.94623121426546,0
sandy,8.549579175574134,daily,none,31.076097809669502,67.31011756241253,1
loam,4.147521498752809,daily,organic,17.742969763054862,30.80551395797159,1
clay,4.1327413091739835,daily,chemical,26.613981691085698,36.15134822052865,0
sandy,5.941661314897248,daily,organic,25.110175207797276,65.44685176223973,0
clay,6.931859142427994,daily,chemical,17.881575720263992,48.34074248748061,1
clay,8.622444506846758,daily,organic,27.47996971057965,52.583625557338536,0
loam,8.099772259639032,weekly,none,20.472808357215435,56.5210881489259,1
sandy,6.67541623826049,daily,chemical,24.75668637088025,57.1626641798255,0
loam,5.641759997689995,bi-weekly,chemical,16.64544648554124,67.26961613266033,0
sandy,9.982747000946267,weekly,chemical,24.19168114427246,69.87797669646679,1
sandy,6.557087813415838,daily,none,21.129269360856405,58.80629843723761,0
sandy,6.708322145978053,bi-weekly,organic,31.447624223707088,41.488848368206035,1
sandy,4.981742927150015,weekly,none,16.139574539947365,65.19009609177374,0
sandy,8.768857292499575,bi-weekly,chemical,23.3721454983666,31.968836581630462,0
clay,8.162093354688931,daily,organic,24.168628482628762,39.24323411497985,0
loam,5.324617676732562,daily,none,29.500121525982372,65.89542869854859,0
clay,4.494286273695057,daily,chemical,26.48575150180422,40.247660577574194,0
sandy,8.082995812448278,daily,chemical,28.344246743883623,38.826042384869936,1
loam,7.927067285686811,weekly,none,30.540985713035123,35.525011725609886,0
sandy,5.639557161989256,weekly,none,32.24405947316377,64.36447030587667,1
loam,9.705181373502462,bi-weekly,none,21.277509934449412,50.00233036764347,0
clay,4.906347350685401,daily,chemical,25.760454107278058,56.99572812216619,1
loam,6.594008806255611,bi-weekly,none,31.802161568783998,39.562655363001184,0
loam,9.661695521005594,weekly,chemical,34.78902261930113,60.321616840448655,1
loam,6.518363901556734,daily,none,32.79038622087526,60.40022179848394,1
loam,7.8311556859845135,daily,chemical,22.429345252487536,42.503920996332006,0
loam,6.385566387776766,weekly,chemical,18.903330344373007,46.427305320411314,0
sandy,5.64529121409202,weekly,organic,24.787850748131774,38.38761109720804,0
loam,9.903865887758968,weekly,none,29.832829036720845,69.06244093291618,1
loam,6.456004037890258,weekly,none,24.85138141506595,55.824103082336464,1
clay,9.364595222074806,weekly,chemical,24.66361726627337,67.38175522862062,0
loam,5.3797276353465175,daily,chemical,31.764608421636012,42.13542174516533,0
clay,5.2786282241505,weekly,chemical,22.228075581343727,61.27563651987559,1
sandy,4.186804497307068,daily,organic,32.19589349623291,60.63434575538968,1
loam,7.91000095225531,daily,organic,23.136096019034472,57.666226074661665,0
clay,6.211158062342567,weekly,chemical,21.56466211356679,68.62555901067202,1
clay,9.186149499037821,weekly,none,24.07979822399398,45.74221344425262,0
sandy,6.839259440149343,daily,none,30.24893917349737,35.22869294359029,0
loam,9.80916056748833,weekly,organic,17.520040557279884,56.86835436976243,0
loam,5.113153094218727,weekly,organic,18.928384317440347,59.17239201908825,1
clay,9.211739007733666,weekly,chemical,34.02889651326184,53.00242293835259,1
loam,8.65958111675045,bi-weekly,none,18.50983254762715,38.27271572533585,1
clay,8.625531067864312,daily,chemical,26.354546358621093,50.178237666774216,1
loam,9.068699368701326,bi-weekly,organic,26.586289333238756,42.48758946276517,0
clay,8.566143945657993,weekly,none,24.792489241004894,47.098661126667565,1
loam,7.7573219297884926,bi-weekly,none,27.89490497153637,55.808743033786556,0
sandy,4.787469266094325,weekly,organic,19.59653451595237,59.80858970763338,0
loam,4.1951570769475115,bi-weekly,chemical,26.053245355534962,39.288987636053726,0
loam,9.525087086894121,weekly,chemical,22.443465104937943,46.213014425878136,1
sandy,7.699901887124428,bi-weekly,none,28.23334519258378,40.76646283966517,0
loam,8.779223745857058,bi-weekly,organic,17.82447086746299,37.94526455447476,0
sandy,6.8891341090753,bi-weekly,none,26.417548336789523,61.335488799833534,1
loam,4.703849133774367,daily,organic,18.705407107666474,66.37010777747969,0
clay,4.751114753215303,bi-weekly,chemical,20.572861262300727,44.80928742738307,1
clay,8.113391723373828,daily,organic,19.374196006471664,60.05115697495067,1
loam,6.581835369396776,weekly,chemical,18.656755597376343,65.87981157457645,1
loam,5.20314836020202,bi-weekly,organic,31.51421903121334,63.84496842120926,0
loam,6.949567280448621,weekly,none,20.714151353217808,37.312535541569034,1
clay,4.385253622450804,weekly,chemical,33.54247563728899,68.25167526053445,1
loam,7.4918284114863924,bi-weekly,none,34.39853050690382,45.0670576171785,1
clay,5.613960426610586,daily,none,26.42520939874195,43.56962644695345,1
sandy,8.78535460382313,bi-weekly,chemical,17.860022453314528,32.49725309111121,0
